,Kategorie,Koordinaten,Name,Bildlizenz,Bild,Website,Adresse,Unesco-Seite,Latitude,Longitude,Karte
31,32,"[46.57119, 5.74969]",Prähistorische Pfahlbauten um die Alpen,© Pfahlbauten-Informationszentrum Baden-Württemberg ,https://www.unesco.de/sites/default/files/styles/1280w/public/2018-01/NEU_Pfahlbauten-Fundst%C3%A4tte_Olzreute-Enzisholz_Scheibenrad%20in%20Fundlage_c_Pfahlbauten-Informationszentrum%20Baden-W%C3%BCrttemberg.jpg?itok=8sKHC0NS,https://unesco-pfahlbauten.org/aktuelles/,"Stations préhistoriques numéros III et IV, Impasse du Tunnel, La Vieille Foule, Clairvaux-les-Lacs, Lons-le-Saunier, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39130, France",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/praehistorische-pfahlbauten-um-die-alpen,47.66095,8.938894,"Prähistorische Pfahlbauten um die Alpen,Stations préhistoriques numéros III et IV, Impasse du Tunnel, La Vieille Foule, Clairvaux-les-Lacs, Lons-le-Saunier, Jura, Bourgogne-Franche-Comté, France métropolitaine, 39130, France,https://unesco-pfahlbauten.org/aktuelles/"
32,32,"[50.1725, 7.67258]",Oberes Mittelrheintal ,"CC-BY 2.0, Mike Powell aka Elektroll, Flickr ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/9353376439_267ecb79c2_o_Loreley_Mike%20Powell%20aka%20Elektroll_CC%20BY%202.0.jpg?itok=CyhxS1IK,https://welterbe-mittelrhein.de/,"B 42, Ehrenthal, Kestert, Loreley, Rhein-Lahn-Kreis, Rheinland-Pfalz, 56346, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/oberes-mittelrheintal,50.1725,7.67258,"Oberes Mittelrheintal ,B 42, Ehrenthal, Kestert, Loreley, Rhein-Lahn-Kreis, Rheinland-Pfalz, 56346, Deutschland,https://welterbe-mittelrhein.de/"
33,32,"[50.77472, 6.08392]",Aachener Dom,"CC-BY 2.0, Ingo, Flickr ",https://www.unesco.de/sites/default/files/styles/1280w/public/2018-01/13488586593_Spectating%20The%20Monks_c_Ingo_Attribution%202.0%20Generic%20%28CC%20BY%202.0%29_0.jpg?itok=cpGRvcjQ,https://www.aachenerdom.de/,"Aachener Dom, 1, Domhof, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/aachener-dom,50.77472,6.08392,"Aachener Dom,Aachener Dom, 1, Domhof, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Nordrhein-Westfalen, 52062, Deutschland,https://www.aachenerdom.de/"
34,32,"[53.07597, 8.80747]",Rathaus und Roland in Bremen,"CC-BY-SA 2.0, Simaron, Flickr ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/22338208091_36795bf918_o_Roland%20%26%20Rathaus%2C%20Bremen_Simaron_CC%20BY-SA%202.0.jpg?itok=9b5bZbo7,https://www.rathaus.bremen.de/welterbe___architektur-2085,"Rathaus, 21, Am Markt, Altstadt, Mitte, Stadtbezirk Bremen-Mitte, Bremen, 28195, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/rathaus-und-roland-bremen,53.07597,8.80747,"Rathaus und Roland in Bremen,Rathaus, 21, Am Markt, Altstadt, Mitte, Stadtbezirk Bremen-Mitte, Bremen, 28195, Deutschland,https://www.rathaus.bremen.de/welterbe___architektur-2085"
35,32,"[51.77828, 9.41025]",Karolingisches Westwerk und Civitas Corvey,"CC-BY 1.0, Bodo Kubrack, Commons Wiki ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/Corvey_Schloss_und_Abteikirche_c_Bodo%20Kubrak_CC0%201.0.jpg?itok=NGiQ-uro,http://www.schloss-corvey.de/,"Abteikirche St. Stephanus und Vitus, Domäne, Kloster Corvey, Höxter, Kreis Höxter, Nordrhein-Westfalen, 37671, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/karolingisches-westwerk-und-civitas-corvey,51.77828,9.41025,"Karolingisches Westwerk und Civitas Corvey,Abteikirche St. Stephanus und Vitus, Domäne, Kloster Corvey, Höxter, Kreis Höxter, Nordrhein-Westfalen, 37671, Deutschland,http://www.schloss-corvey.de/"
36,32,"[51.86612, 12.63755]",Luthergedenkstätten in Eisleben und Wittenberg,"CC-BY-NC-ND 2.0, Neuwieser, Flickr ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/6153069910_Lutherstatue%20Wittenberg_Neuwieser_Attribution-NonCommercial-NoDerivs%202.0%20Generic%20%28CC%20BY-NC-ND%202.0%29.jpg?itok=2x-obYUg,https://www.martinluther.de/index.php?lang=de,"Schloss Wittenberg, Schlosshof, Altstadt, Wittenberg, Sachsen-Anhalt, 06886, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/luthergedenkstaetten-eisleben-und-wittenberg,51.86612,12.63755,"Luthergedenkstätten in Eisleben und Wittenberg,Schloss Wittenberg, Schlosshof, Altstadt, Wittenberg, Sachsen-Anhalt, 06886, Deutschland,https://www.martinluther.de/index.php?lang=de"
37,32,"[51.57931, 14.72644]",Muskauer Park / Park Mużakowski,"CC-BY-NC 2.0, Andre Skibinski, Flickr ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/9838055086_F%C3%BCrst%20P%C3%BCckler%20Park%20Bad%20Muskau_Andre%20Skibinski_Attribution-NonCommercial%202.0%20Generic%20%28CC%20BY-NC%202.0%29.jpg?itok=ORxhuJWH,https://www.muskauer-park.de/,"19, Schulstraße, Bad Muskau - Mužakow, Bad Muskau, Spree-Neiße, Sachsen, 02953, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/muskauer-park-park-muzakowski,51.57931,14.72644,"Muskauer Park / Park Mużakowski,19, Schulstraße, Bad Muskau - Mužakow, Bad Muskau, Spree-Neiße, Sachsen, 02953, Deutschland,https://www.muskauer-park.de/"
38,32,"[51.31468, 9.41364]",Bergpark Wilhelmshöhe,"CC-BY-NC 2.0, Werner Wilmes, Flickr ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/15361079995_Bergpark%20Wilhelmsh%C3%B6he_c_Werner%20Wilmes_Attribution-NonCommercial%202.0%20Generic%20%28CC%20BY-NC%202.0%29.jpg?itok=9OI07h4v,https://museum-kassel.de/de/welterbe,"Dorf Mulang, Neuholland, Bad Wilhelmshöhe, Kassel, Hessen, 34131, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/bergpark-wilhelmshoehe,51.31468,9.41364,"Bergpark Wilhelmshöhe,Dorf Mulang, Neuholland, Bad Wilhelmshöhe, Kassel, Hessen, 34131, Deutschland,https://museum-kassel.de/de/welterbe"
39,32,"[53.54556, 9.99944]",Speicherstadt und Kontorhausviertel mit Chilehaus,"CC-BY-ND 2.0, Stefan Müller, Flickr ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/152697153_Speicherstadt%2001_c_Stefan%20M%C3%BCller_Attribution-NoDerivs%202.0%20Generic%20%28CC%20BY-ND%202.0%29.jpg?itok=SF7LHbHB,https://www.hamburg.de/welterbe/,"Wandrahmsfleetbrücke, Dienerreihe, Quartier Brooktorkai/Ericus, HafenCity, Hamburg, 20457, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/speicherstadt-und-kontorhausviertel-mit-chilehaus,53.54556,9.99944,"Speicherstadt und Kontorhausviertel mit Chilehaus,Wandrahmsfleetbrücke, Dienerreihe, Quartier Brooktorkai/Ericus, HafenCity, Hamburg, 20457, Deutschland,https://www.hamburg.de/welterbe/"
40,32,"[51.15446, 11.80387]",Naumburger Dom,"© Förderverein Welterbe Saale Unstrut, Guido Siebert ",https://www.unesco.de/sites/default/files/styles/1280w/public/2018-06/NaumburgerDomWestchor2_c_FoerdervereinWelterbeSaaleUnstrut_GuidoSiebert.jpg?itok=sCwDmQ6s,http://www.naumburger-dom.de/,"Naumburger Dom St. Peter und Paul, 16, Domplatz, Naumburger Gartenstadt, Naumburg (Saale), Burgenlandkreis, Sachsen-Anhalt, 06618, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/unesco-welterbe-naumburger-dom,51.15446,11.80387,"Naumburger Dom,Naumburger Dom St. Peter und Paul, 16, Domplatz, Naumburger Gartenstadt, Naumburg (Saale), Burgenlandkreis, Sachsen-Anhalt, 06618, Deutschland,http://www.naumburger-dom.de/"
41,32,"[54.49157, 9.56656]",Archäologischer Grenzkomplex Haithabu und Danewerk,"CC-BY-ND, Archäologisches Landesamt Schleswig-Holstein, Rainer Heidenreich",https://www.unesco.de/sites/default/files/styles/1280w/public/2018-07/Danewerk_Krummwall_CC-BY-ND_Archaeologisches-Landesamt-Schleswig-Holstein_Rainer-Heidenreich.jpg?itok=vXJE0EHC,http://www.haithabu-danewerk.de/index.php/de/,"Wikingerhäuser Haithabu, Ringwall, Haddeby, Busdorf, Haddeby, Schleswig-Flensburg, Schleswig-Holstein, 24866, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/archaeologischer-grenzkomplex-haithabu-und-danewerk,54.49157,9.56656,"Archäologischer Grenzkomplex Haithabu und Danewerk,Wikingerhäuser Haithabu, Ringwall, Haddeby, Busdorf, Haddeby, Schleswig-Flensburg, Schleswig-Holstein, 24866, Deutschland,http://www.haithabu-danewerk.de/index.php/de/"
42,33,"[49.91843, 8.75688]",Fossillagerstätte Grube Messel,"CC-BY-SA 2.5, Fritz Geller-Grimm, Commons Wiki ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/Grube_Messel_c_Fritz%20Geller-Grimm_CC%20BY-SA%202.5.jpg?itok=FolvkN9t,https://www.grube-messel.de/,"Weltnaturerbe Grube Messel, Roßdörfer Straße, Messel, Landkreis Darmstadt-Dieburg, Hessen, 64409, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/fossillagerstaette-grube-messel,49.91843,8.75688,"Fossillagerstätte Grube Messel,Weltnaturerbe Grube Messel, Roßdörfer Straße, Messel, Landkreis Darmstadt-Dieburg, Hessen, 64409, Deutschland,https://www.grube-messel.de/"
43,33,"[53.52861, 8.55611]",Wattenmeer ,"CC-BY-SA 3.0, Ralf Roletscheck ",https://www.unesco.de/sites/default/files/styles/1280w/public/2018-04/Nordfriesisches%20Wattenmeer4_c_Ralf%20Roletscheck_CC%20BY-SA%203.0.jpg?itok=Gru5Hjc2,http://www.waddensea-secretariat.org/,"Blexer Reede, Blexen, Nordenham, Landkreis Wesermarsch, Niedersachsen, 26954, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/wattenmeert,53.52861,8.55611,"Wattenmeer ,Blexer Reede, Blexen, Nordenham, Landkreis Wesermarsch, Niedersachsen, 26954, Deutschland,http://www.waddensea-secretariat.org/"
44,33,"[53.34, 13.19778]",Alte Buchenwälder und Buchenurwälder der Karpaten und anderer Regionen Europas ,"CC-BY-SA 4.0, JasperLovesEarth, Commons Wiki ",https://www.unesco.de/sites/default/files/styles/1280w/public/2017-12/Buchenwald_im_Rosengarten_c_JasperLovesEarth_CC%20BY-SA%204.0.jpg?itok=Gw4H8URy,http://www.weltnaturerbe-buchenwaelder.de/,"UNESCO-Weltnaturerbe „Alte Buchenwälder Deutschlands“ – Teilgebiet Serrahn, Natur-Erlebnis-Pfad Zinow-Serrahn, Zinow, Carpin, Neustrelitz-Land, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17237, Deutschland",https://www.unesco.de/kultur-und-natur/welterbe/welterbe-deutschland/alte-buchenwaelder-und-buchenurwaelder-der-karpaten,53.34,13.19778,"Alte Buchenwälder und Buchenurwälder der Karpaten und anderer Regionen Europas ,UNESCO-Weltnaturerbe „Alte Buchenwälder Deutschlands“ – Teilgebiet Serrahn, Natur-Erlebnis-Pfad Zinow-Serrahn, Zinow, Carpin, Neustrelitz-Land, Mecklenburgische Seenplatte, Mecklenburg-Vorpommern, 17237, Deutschland,http://www.weltnaturerbe-buchenwaelder.de/"
